                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 4.23745561046479e-02  8.04998704371800e-02
 4.62008399857398e-02  8.39111835132780e-02
 5.02745724793075e-02  8.73563778433241e-02
 5.46083770579559e-02  9.08258802181897e-02
 5.92129282001176e-02  9.43121089079566e-02
 6.40979211863657e-02  9.78085585892888e-02
 6.92722116643335e-02  1.01308986082714e-01
 7.47463456586529e-02  1.04804129296578e-01
 8.05299578613339e-02  1.08284836450331e-01
 8.66385342023301e-02  1.11730890663316e-01
 9.30779392927002e-02  1.15138428279810e-01
 9.98587729942960e-02  1.18492860008300e-01
 1.06992976447413e-01  1.21775135141328e-01
 1.14488123807184e-01  1.24975082014903e-01
 1.22351468714163e-01  1.28080433447117e-01
 1.30592573180527e-01  1.31072749510411e-01
 1.39216598368575e-01  1.33942548328144e-01
 1.48232611571462e-01  1.36667805548994e-01
 1.57644470228539e-01  1.39238983250176e-01
 1.67459593904586e-01  1.41633471359102e-01
 1.77681890946204e-01  1.43836023274444e-01
 1.88315821600621e-01  1.45826129443251e-01
 1.99362496177043e-01  1.47598986515483e-01
 2.10824744354149e-01  1.49135039602347e-01
 2.22703300155350e-01  1.50425727311515e-01
 2.34997976732973e-01  1.51470088393288e-01
 2.47708909395908e-01  1.52263534777373e-01
 2.60836587097774e-01  1.52799668323453e-01
 2.74380810850850e-01  1.53041105835293e-01
 2.88340934064288e-01  1.53031257819089e-01
 3.02715773628747e-01  1.52758884021401e-01
 3.17504021457672e-01  1.52181394308236e-01
 3.32704810240114e-01  1.51336026161883e-01
 3.48316303017823e-01  1.50219051453047e-01
 3.64335679080761e-01  1.48818156725543e-01
 3.80760804345954e-01  1.47140043076445e-01
 3.97588374171812e-01  1.45185428620809e-01
 4.14813289969286e-01  1.42943109906301e-01
 4.32433509112316e-01  1.40434378845877e-01
 4.50443713081483e-01  1.37657200704541e-01
 4.68838030649039e-01  1.34612908892251e-01
 4.87609662239626e-01  1.31302072958450e-01
 5.06753552573548e-01  1.27740664730570e-01
 5.26263148415550e-01  1.23938729694213e-01
 5.46134809857144e-01  1.19924921217827e-01
 5.66356808270174e-01  1.15692829539128e-01
 5.86929841438514e-01  1.11244143930226e-01
 6.07840792075241e-01  1.06598201848491e-01
 6.29070153779131e-01  1.01755486669029e-01
 6.50607016697136e-01  9.67331914620673e-02
 6.72435764191960e-01  9.15315121505183e-02
 6.94542455016123e-01  8.61634979484431e-02
 7.16912518942055e-01  8.06430744383800e-02
 7.39529305634969e-01  7.49790473232147e-02
 7.62380116421580e-01  6.92007326633644e-02
 7.85449292386481e-01  6.33277110079652e-02
 8.08721478922730e-01  5.73841556562902e-02
 8.32174713257802e-01  5.13723118139772e-02
 8.55797130693573e-01  4.53355219127433e-02
 8.79573641703652e-01  3.93074402738229e-02
 9.03483072428336e-01  3.33012520666044e-02
 9.27512357882032e-01  2.73653856942361e-02
 9.51639276406089e-01  2.14637299801674e-02
 9.75817786596266e-01  1.55886839673586e-02
 1.00000000000000e+00  9.76364809976907e-03
