                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.309414       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -8.63523548246709e-03
 9.74994613608562e-01 -4.35103876219088e-03
 9.49771537311289e-01 -1.63528231846789e-03
 9.24459940798500e-01 -3.48678560594755e-04
 8.99178598615253e-01 -4.48889371883811e-04
 8.74045745951926e-01 -1.98603874729189e-03
 8.49158596141949e-01 -4.86842121460577e-03
 8.24598670623396e-01 -8.90433194110716e-03
 8.00414560961228e-01 -1.39403609509084e-02
 7.76645304146734e-01 -1.98853901301328e-02
 7.53330016814534e-01 -2.66490469314179e-02
 7.30457010246646e-01 -3.40093721686879e-02
 7.08019404321768e-01 -4.18288773414705e-02
 6.86007805746134e-01 -4.99857396802029e-02
 6.64396347233659e-01 -5.83361168687787e-02
 6.43154260641927e-01 -6.67429402408578e-02
 6.22256448436659e-01 -7.50952960719298e-02
 6.01680321155375e-01 -8.32946933641005e-02
 5.81414460737238e-01 -9.12410816541830e-02
 5.61439311676759e-01 -9.88658984789524e-02
 5.41742675300360e-01 -1.06112012340245e-01
 5.22317559387194e-01 -1.12919064214834e-01
 5.03170611713715e-01 -1.19262329504745e-01
 4.84309077120379e-01 -1.25115238303914e-01
 4.65740174122738e-01 -1.30453084278608e-01
 4.47476281888893e-01 -1.35264119050174e-01
 4.29532075603475e-01 -1.39548355576887e-01
 4.11923399665322e-01 -1.43312944652646e-01
 3.94664542249486e-01 -1.46562781205324e-01
 3.77769503705957e-01 -1.49307789452544e-01
 3.61253972420471e-01 -1.51573414202960e-01
 3.45128432740067e-01 -1.53365353990449e-01
 3.29405362592178e-01 -1.54709807149901e-01
 3.14093970182307e-01 -1.55622819800491e-01
 2.99203320110410e-01 -1.56130333143734e-01
 2.84739413447213e-01 -1.56265368796467e-01
 2.70707771960240e-01 -1.56037424463143e-01
 2.57113032928329e-01 -1.55438740478848e-01
 2.43956562117649e-01 -1.54533526816533e-01
 2.31240561461463e-01 -1.53323844379438e-01
 2.18965507000336e-01 -1.51829848464483e-01
 2.07129380422540e-01 -1.50078418373423e-01
 1.95730929373534e-01 -1.48084982743835e-01
 1.84766835210800e-01 -1.45869298164614e-01
 1.74232612380567e-01 -1.43452913702475e-01
 1.64125078722293e-01 -1.40847141781372e-01
 1.54438857462092e-01 -1.38069033430267e-01
 1.45165439723692e-01 -1.35143735686550e-01
 1.36296258771113e-01 -1.32091150635803e-01
 1.27825265293416e-01 -1.28922359916756e-01
 1.19742801712269e-01 -1.25655145250748e-01
 1.12037615776354e-01 -1.22309698616207e-01
 1.04702292848682e-01 -1.18895140507130e-01
 9.77275136164081e-02 -1.15423829806998e-01
 9.11002569537067e-02 -1.11914394540503e-01
 8.48098842245223e-02 -1.08378503702045e-01
 7.88469996975796e-02 -1.04824637740776e-01
 7.31996268916325e-02 -1.01264688459154e-01
 6.78531342156606e-02 -9.77129237078982e-02
 6.28001935784344e-02 -9.41727471769501e-02
 5.80312104229827e-02 -9.06514272077081e-02
 5.35289234688114e-02 -8.71633111271401e-02
 4.92862878488417e-02 -8.37105624723188e-02
 4.52953368508901e-02 -8.02958882980069e-02
 4.15465316779763e-02 -7.69238060752681e-02
 3.80288840331720e-02 -7.36004653867645e-02
 3.47308953725973e-02 -7.03315759840455e-02
 3.16447356139856e-02 -6.71194382345779e-02
 2.87602175207488e-02 -6.39678194904858e-02
 2.60679725470531e-02 -6.08794759028267e-02
 2.35612243857957e-02 -5.78534312021903e-02
 2.12273178624659e-02 -5.48961564943160e-02
 1.90646145275010e-02 -5.20040549515573e-02
 1.70610210292090e-02 -4.91807948089090e-02
 1.52049776202782e-02 -4.64301281068324e-02
 1.34989397649356e-02 -4.37471347010098e-02
 1.19368571066313e-02 -4.11325047863742e-02
 1.05046448270356e-02 -3.85904227395200e-02
 9.19399120465465e-03 -3.61223965207456e-02
 8.01458429102059e-03 -3.37201090773147e-02
 6.95182133763852e-03 -3.13891033668471e-02
 5.99342422690127e-03 -2.91308261686218e-02
 5.12759671254116e-03 -2.69471234921733e-02
 4.36649740760299e-03 -2.48313522882911e-02
 3.69218605923928e-03 -2.27853179778730e-02
 3.08534479555926e-03 -2.08137224119367e-02
 2.52433060031204e-03 -1.89190929568737e-02
 2.02477398194943e-03 -1.70963481111079e-02
 1.62367091576450e-03 -1.53300032358533e-02
 1.29305047872430e-03 -1.36284928303051e-02
 1.01662787661297e-03 -1.19921502510526e-02
 8.12304999673036e-04 -1.04192667982041e-02
 6.57355128527004e-04 -8.90809660418343e-03
 5.32825980727405e-04 -7.46133307958561e-03
 4.31266228698130e-04 -6.07608755117042e-03
 3.40627285792652e-04 -4.75013128958157e-03
 2.51988098587387e-04 -3.48218249724359e-03
 1.67452350782901e-04 -2.26951251494787e-03
 8.46967814824549e-05 -1.10973058588892e-03
 0.00000000000000e+00  0.00000000000000e+00
 8.39202949846685e-05  1.10529401060014e-03
 1.66811797896616e-04  2.26535436211307e-03
 2.51546312970984e-04  3.47687345553867e-03
 3.40687897817975e-04  4.74256091596414e-03
 4.31345221828873e-04  6.06520375224435e-03
 5.32550372062162e-04  7.44621745207299e-03
 6.56527617733786e-04  8.88704924136109e-03
 8.10269942659220e-04  1.03907910656096e-02
 1.00225349462146e-03  1.19566781383827e-02
 1.25587114187488e-03  1.35858578131277e-02
 1.56380608659410e-03  1.52788430535770e-02
 1.93467966148568e-03  1.70381417357485e-02
 2.38018562527865e-03  1.88593657705435e-02
 2.90187666369170e-03  2.07472766083634e-02
 3.44803326965146e-03  2.27164393512099e-02
 4.05654241826761e-03  2.47585132638501e-02
 4.75097462031929e-03  2.68724617247808e-02
 5.53756626180230e-03  2.90564179106170e-02
 6.41252058332673e-03  3.13159303262825e-02
 7.37457319169968e-03  3.36547739908456e-02
 8.44818102670928e-03  3.60658481243461e-02
 9.63848010658241e-03  3.85491722260065e-02
 1.09520941696312e-02  4.11058372536409e-02
 1.23854223613124e-02  4.37397764252596e-02
 1.39564513936223e-02  4.64442866056999e-02
 1.56745000552820e-02  4.92180423734492e-02
 1.75359700925530e-02  5.20657400774688e-02
 1.95522424306384e-02  5.49830411351512e-02
 2.17340925629821e-02  5.79669341772481e-02
 2.40894142800762e-02  6.10155346967477e-02
 2.66272238439551e-02  6.41264301073771e-02
 2.93582824331688e-02  6.72951361934741e-02
 3.22886396938802e-02  7.05212895266507e-02
 3.54289645815232e-02  7.37996506648410e-02
 3.87880264509722e-02  7.71269465709090e-02
