                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 2.11259845697718e-01 -1.20388704869439e-01
 2.00496986728821e-01 -1.18653735133473e-01
 1.90134330444819e-01 -1.16762339377708e-01
 1.80168495215149e-01 -1.14715040601623e-01
 1.70589661188527e-01 -1.12544222388293e-01
 1.61392160207201e-01 -1.10255879914944e-01
 1.52567601176868e-01 -1.07865434812133e-01
 1.44107390135928e-01 -1.05386947233833e-01
 1.36002103329502e-01 -1.02834746590252e-01
 1.28240787496174e-01 -1.00225943611720e-01
 1.20816149981853e-01 -9.75658103206372e-02
 1.13718828380177e-01 -9.48646491888462e-02
 1.06936738370000e-01 -9.21372994669150e-02
 1.00460028233530e-01 -8.93923801756504e-02
 9.42801752118621e-02 -8.66341802989674e-02
 8.83846626107992e-02 -8.38766418871952e-02
 8.27626611735271e-02 -8.11283999450294e-02
 7.74073125360424e-02 -7.83894075003621e-02
 7.23095859855866e-02 -7.56637370426321e-02
 6.74563052364356e-02 -7.29633958002572e-02
 6.28404624014143e-02 -7.02891087991932e-02
 5.84555408414710e-02 -6.76404347652976e-02
 5.42918618730827e-02 -6.50217964601693e-02
 5.03382576147884e-02 -6.24402065435826e-02
 4.65858127356285e-02 -5.98995976862224e-02
 4.30285096162786e-02 -5.73992333428285e-02
 3.96582664530127e-02 -5.49409133085595e-02
 3.64681968600776e-02 -5.25251792976824e-02
 3.34554535791979e-02 -5.01483787961767e-02
 3.06104401704399e-02 -4.78153329179468e-02
 2.79299185024254e-02 -4.55233081199132e-02
 2.54080989288975e-02 -4.32715197723501e-02
 2.30342049318019e-02 -4.10664038479357e-02
 2.08087234201114e-02 -3.89018441618063e-02
 1.87220305719253e-02 -3.67820956739467e-02
 1.67649507789874e-02 -3.47108219788332e-02
 1.49318813662091e-02 -3.26876456484815e-02
 1.32371287804727e-02 -3.06972211855979e-02
 1.16699812186942e-02 -2.87437507187377e-02
 1.02215052936623e-02 -2.68313828749521e-02
 8.88258927978672e-03 -2.49640015093288e-02
 7.66623277390314e-03 -2.31325614830475e-02
 6.56489325479642e-03 -2.13391125810931e-02
 5.55861494595871e-03 -1.95934884834428e-02
 4.57807996349339e-03 -1.79359247068765e-02
 3.69688041440037e-03 -1.63155359026868e-02
 2.96049928839441e-03 -1.47134226978725e-02
 2.35201119878404e-03 -1.31374448201111e-02
 1.84683798649147e-03 -1.15987084727477e-02
 1.46034275795639e-03 -1.01002180744989e-02
 1.16166211829752e-03 -8.64846235428728e-03
 9.39262869951801e-04 -7.24784023654739e-03
 7.52594104367306e-04 -5.90288916290545e-03
 5.85056064419101e-04 -4.61558073621002e-03
 4.28143468998900e-04 -3.38357804806481e-03
 2.80375594846709e-04 -2.20483881002112e-03
 1.38308062264208e-04 -1.07755344508007e-03
 0.00000000000000e+00  0.00000000000000e+00
 1.30812169046123e-04  1.08021978641761e-03
 2.54734617357446e-04  2.20859083034145e-03
 3.76079838872551e-04  3.38893241710335e-03
 5.00848581935030e-04  4.62251564561477e-03
 6.27915779166418e-04  5.91189011377948e-03
 7.67956698721293e-04  7.25801442236914e-03
 9.38192660832765e-04  8.66208956970808e-03
 1.14714517162945e-03  1.01254710334775e-02
 1.42709224604372e-03  1.16412438932093e-02
 1.80178872585592e-03  1.32109322533627e-02
 2.24073375104201e-03  1.48368075270056e-02
 2.76614466666392e-03  1.65155283936460e-02
 3.40066902240388e-03  1.82389075005548e-02
 4.12187427955930e-03  2.00167077066420e-02
 4.91135295793631e-03  2.18552392024468e-02
 5.78243548931000e-03  2.37542726671539e-02
 6.77367517756108e-03  2.56964754649179e-02
 7.88027583372279e-03  2.76844919659940e-02
 9.09518193085757e-03  2.97256474245129e-02
 1.04017407138352e-02  3.18327121247332e-02
 1.18320629765088e-02  3.39872403802172e-02
 1.33899567784318e-02  3.61901419532126e-02
 1.50784810022714e-02  3.84427174047690e-02
 1.68924801710043e-02  4.07522614340270e-02
 1.88501504007164e-02  4.31070790638064e-02
 2.09571539563067e-02  4.55069335892571e-02
 2.32215391832509e-02  4.79487410915759e-02
 2.56525701004023e-02  5.04280322712931e-02
 2.82542858427597e-02  5.29439586530751e-02
 3.10278702103432e-02  5.55015808278088e-02
 3.39805881369500e-02  5.80985126643376e-02
 3.71226943681730e-02  6.07289842218542e-02
 4.04580209821086e-02  6.33937905930375e-02
 4.39957374385011e-02  6.60875112752543e-02
 4.77445871883222e-02  6.88058132970112e-02
 5.17115523915240e-02  7.15465893510306e-02
 5.59039239080288e-02  7.43075285769614e-02
 6.03268041088047e-02  7.70890045015432e-02
 6.49913385138832e-02  7.98819154002305e-02
 6.99065069809331e-02  8.26808906418652e-02
 7.50803486732507e-02  8.54817499184684e-02
 8.05208315782120e-02  8.82802529045575e-02
 8.62362861764426e-02  9.10715691744650e-02
 9.22362168842020e-02  9.38467850537012e-02
 9.85312532866081e-02  9.65947306780770e-02
 1.05129103276657e-01  9.93102311322871e-02
 1.12037862314241e-01  1.01987440946284e-01
 1.19266925658785e-01  1.04616322435061e-01
 1.26823587879737e-01  1.07192034410913e-01
 1.34717614041697e-01  1.09698721594965e-01
 1.42959924098215e-01  1.12116206630325e-01
 1.51556670646430e-01  1.14439458097799e-01
 1.60511214663066e-01  1.16675364948587e-01
 1.69836485366555e-01  1.18785661704201e-01
 1.79537055691731e-01  1.20769389296310e-01
 1.89618830775511e-01  1.22615608088276e-01
 2.00088275717372e-01  1.24305838578651e-01
 2.10950279031426e-01  1.25825749933057e-01
 2.22209175409024e-01  1.27164429681975e-01
 2.33866798506508e-01  1.28326288512899e-01
 2.45926986196268e-01  1.29299278953778e-01
 2.58392818130228e-01  1.30072286911073e-01
 2.71266758869944e-01  1.30624552882974e-01
 2.84550866288412e-01  1.30917716581571e-01
 2.98244794701317e-01  1.31002910424761e-01
 3.12348733899431e-01  1.30871145672434e-01
 3.26862496413105e-01  1.30439917434522e-01
 3.41785925131615e-01  1.29798724226439e-01
 3.57116668487232e-01  1.28885508985641e-01
 3.72854044638488e-01  1.27729059978611e-01
 3.88995471206133e-01  1.26319732569810e-01
 4.05539446324806e-01  1.24670291109471e-01
 4.22479932158669e-01  1.22749533016340e-01
 4.39816364360101e-01  1.20596611233314e-01
 4.57541623184635e-01  1.18185477563904e-01
 4.75653712695952e-01  1.15547601340045e-01
 4.94142078131805e-01  1.12650909005234e-01
 5.13002414519076e-01  1.09515271115893e-01
 5.32230402412732e-01  1.06167456961022e-01
 5.51817472937178e-01  1.02607724376848e-01
 5.71752643094640e-01  9.88317697527622e-02
 5.92027472424235e-01  9.48545002833342e-02
 6.12632545002117e-01  9.06895998763213e-02
 6.33554720547929e-01  8.63372434434951e-02
 6.54784879256910e-01  8.18225642718985e-02
 6.76309371317010e-01  7.71528716030901e-02
 6.98118956991717e-01  7.23593805529964e-02
 7.20195916828281e-01  6.74417577523679e-02
 7.42526068801875e-01  6.24167258091163e-02
 7.65098337194641e-01  5.73214026111279e-02
 7.87894500344121e-01  5.21650156539621e-02
 8.10897680775303e-01  4.69669556599571e-02
 8.34090746028928e-01  4.17474065270695e-02
 8.57454076697247e-01  3.65205754552239e-02
 8.80968464984871e-01  3.13063210494860e-02
 9.04615405492894e-01  2.61289173396832e-02
 9.28370946636831e-01  2.09962798425417e-02
 9.52211776184722e-01  1.58880270888087e-02
 9.76098217583579e-01  1.07988269679991e-02
 1.00000000000000e+00  5.74374692343635e-03
