                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.257620       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -5.19668133567579e-03
 9.75552989292390e-01 -1.06234874912563e-03
 9.50998907256406e-01  1.99777644448194e-03
 9.26401161163394e-01  3.83866123798281e-03
 9.01817759330105e-01  4.66486027705843e-03
 8.77328798452797e-01  4.32611953755517e-03
 8.53008680296537e-01  2.84821018690798e-03
 8.28916625004757e-01  4.42476304787959e-04
 8.05106202543165e-01 -2.86857780331975e-03
 7.81636059713180e-01 -7.08364065136302e-03
 7.58556298266351e-01 -1.21786136269248e-02
 7.35887107227795e-01 -1.79989291899673e-02
 7.13631651959657e-01 -2.43600239881554e-02
 6.91791225920524e-01 -3.11364367699952e-02
 6.70361131081939e-01 -3.82161182157707e-02
 6.49323349839172e-01 -4.54667233001399e-02
 6.28657801345509e-01 -5.27703148645047e-02
 6.08340459163790e-01 -6.00102517783770e-02
 5.88352525195563e-01 -6.70945885271728e-02
 5.68678158397847e-01 -7.39417933488095e-02
 5.49307043521023e-01 -8.04862448501531e-02
 5.30232125813887e-01 -8.66694234236344e-02
 5.11450668626378e-01 -9.24425226844210e-02
 4.92968803837669e-01 -9.77837729128530e-02
 4.74790514673894e-01 -1.02660224277033e-01
 4.56924377239152e-01 -1.07053778335294e-01
 4.39382323128530e-01 -1.10959069753890e-01
 4.22180964011860e-01 -1.14396423010287e-01
 4.05331885613099e-01 -1.17364982891197e-01
 3.88848361169292e-01 -1.19884949377794e-01
 3.72742575800764e-01 -1.21972421286194e-01
 3.57023032286210e-01 -1.23632047788581e-01
 3.41700367335741e-01 -1.24894250808711e-01
 3.26782150692384e-01 -1.25780223824854e-01
 3.12274932712662e-01 -1.26313048439081e-01
 2.98182536804068e-01 -1.26520472709104e-01
 2.84508510290552e-01 -1.26423537942719e-01
 2.71255030804713e-01 -1.26011266915408e-01
 2.58421301865646e-01 -1.25349872363661e-01
 2.46007674278874e-01 -1.24435103650176e-01
 2.34011788366112e-01 -1.23289661074476e-01
 2.22430041214400e-01 -1.21938368041398e-01
