                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.264456       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -6.08170238852600e-03
 9.75491641965893e-01 -1.68691905668066e-03
 9.50855245994776e-01  1.52439203054581e-03
 9.26162229948729e-01  3.35353405626315e-03
 9.01483769407197e-01  4.08359409745934e-03
 8.76905790196474e-01  3.60579529506845e-03
 8.52505614549521e-01  1.95390024004452e-03
 8.28343835778413e-01 -6.58347388817641e-04
 8.04475477186171e-01 -4.19665957544285e-03
 7.80958667676419e-01 -8.65152522256852e-03
 7.57843282913659e-01 -1.39907933937213e-02
 7.35143887370550e-01 -2.00440818211003e-02
 7.12863033573537e-01 -2.66309465032486e-02
 6.91001124205775e-01 -3.36260213790356e-02
 6.69550651978335e-01 -4.09121098741749e-02
 6.48491217918210e-01 -4.83543327187476e-02
 6.27801721431789e-01 -5.58351847564251e-02
 6.07457831500635e-01 -6.32398273652630e-02
 5.87439137163836e-01 -7.04736348440669e-02
 5.67729787151568e-01 -7.74560328637983e-02
 5.48319895301342e-01 -8.41229923081211e-02
 5.29201782554368e-01 -9.04140116760773e-02
 5.10374004457320e-01 -9.62837144470923e-02
 4.91842781691654e-01 -1.01709600923195e-01
 4.73612955369673e-01 -1.06661003282578e-01
 4.55693933539685e-01 -1.11122019539993e-01
 4.38098598255344e-01 -1.15090667139625e-01
 4.20843539080750e-01 -1.18586088081880e-01
 4.03940371818544e-01 -1.21606893961881e-01
 3.87402333278813e-01 -1.24171090576892e-01
 3.71242105274186e-01 -1.26296262501013e-01
 3.55468334220201e-01 -1.27986045355038e-01
 3.40092031682531e-01 -1.29271216574620e-01
 3.25120912782916e-01 -1.30170898929890e-01
 3.10561984126036e-01 -1.30710040733442e-01
 2.96419347692351e-01 -1.30916688506850e-01
 2.82696865969627e-01 -1.30809490626461e-01
 2.69397059590664e-01 -1.30377236923007e-01
 2.56519444868629e-01 -1.29687649627966e-01
 2.44064733045702e-01 -1.28735664153365e-01
 2.32031032195918e-01 -1.27543346036833e-01
 2.20415002532207e-01 -1.26136126870544e-01
 2.09214294176650e-01 -1.24522488025085e-01
 1.98424996321227e-01 -1.22716011678419e-01
 1.88040331267449e-01 -1.20744656620104e-01
 1.78056844527761e-01 -1.18611626500271e-01
 1.68465432485396e-01 -1.16346599925848e-01
 1.59259863984511e-01 -1.13959069387344e-01
 1.50431708015095e-01 -1.11465489415007e-01
 1.41972768925781e-01 -1.08879112383848e-01
 1.33873573084791e-01 -1.06214963236943e-01
 1.26122763399723e-01 -1.03491554097841e-01
 1.18712982823681e-01 -1.00714644981363e-01
 1.11634710224823e-01 -9.78952977496845e-02
 1.04875323627553e-01 -9.50495352927091e-02
 9.84247810435679e-02 -9.21863452904822e-02
 9.22743240963911e-02 -8.93107227773689e-02
 8.64113607115133e-02 -8.64362021257045e-02
 8.08246379443857e-02 -8.35720916861796e-02
 7.55073147381009e-02 -8.07183816051810e-02
 7.04502874418831e-02 -7.78794549515460e-02
 6.56399831766679e-02 -7.50675847910112e-02
 6.10693459787646e-02 -7.22835294563466e-02
 5.67316282432723e-02 -6.95271993028197e-02
 5.26170849359616e-02 -6.68029729571586e-02
 4.87143893741512e-02 -6.41177706572178e-02
 4.50144056577491e-02 -6.14757325790206e-02
 4.15108956784398e-02 -5.88764302752405e-02
 3.81954384358650e-02 -5.63219700869425e-02
 3.50614158740743e-02 -5.38125881544745e-02
 3.21066736199457e-02 -5.13440748337633e-02
 2.93208395613426e-02 -4.89219690996923e-02
 2.67014190676727e-02 -4.65430908714187e-02
 2.42419084448315e-02 -4.42073623050615e-02
 2.19313298331990e-02 -4.19210190054459e-02
 1.97700105741319e-02 -3.96782730684790e-02
 1.77482737802068e-02 -3.74833807804195e-02
 1.58568136564042e-02 -3.53397014486250e-02
 1.40889374007868e-02 -3.32475484477313e-02
 1.24594429161351e-02 -3.11923330200389e-02
 1.09557607461406e-02 -2.91789615799758e-02
 9.56897920340635e-03 -2.72111500746644e-02
 8.28998503369959e-03 -2.52923543115001e-02
 7.13330868821867e-03 -2.34138407744577e-02
 6.08978874197483e-03 -2.15780207041111e-02
 5.13988514541263e-03 -1.97939293567281e-02
 4.22021266583785e-03 -1.80956483708688e-02
 3.39512725811947e-03 -1.64402951043788e-02
 2.71263818815148e-03 -1.48094145496859e-02
 2.15018377321290e-03 -1.32118183593602e-02
 1.68345304255476e-03 -1.16565847951471e-02
 1.33090494594909e-03 -1.01459281998396e-02
 1.05964368120907e-03 -8.68480017850831e-03
 8.55430434594003e-04 -7.27742772376721e-03
 6.85625563094105e-04 -5.92669921445113e-03
 5.34198747154564e-04 -4.63386328383298e-03
 3.91366141378192e-04 -3.39676836585268e-03
 2.56538360264765e-04 -2.21326222676420e-03
 1.26821410928595e-04 -1.08147683281970e-03
 0.00000000000000e+00  0.00000000000000e+00
 1.20766717817694e-04  1.08541789655096e-03
 2.35054252784379e-04  2.21758018861616e-03
 3.47426220533392e-04  3.40196524301462e-03
 4.63134532211120e-04  4.63975999379032e-03
 5.80349271638673e-04  5.93353211988473e-03
 7.10190135550355e-04  7.28429505656663e-03
 8.69698918434267e-04  8.69326553217845e-03
 1.06745638697939e-03  1.01622270978363e-02
 1.33074423377815e-03  1.16853583394366e-02
 1.68565863076563e-03  1.32639903504817e-02
 2.10448460065168e-03  1.48999509267144e-02
 2.60786728303639e-03  1.65910168606809e-02
 3.21637308069645e-03  1.83291609363581e-02
 3.91385084350029e-03  2.01231299050124e-02
