                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 4.67285801447345e-03  2.19810683387687e-02
 5.51288554179523e-03  2.39010965430769e-02
 6.46970908664539e-03  2.58682941805055e-02
 7.54008019049555e-03  2.78842621658029e-02
 8.71718586381769e-03  2.99561036045506e-02
 9.98514095277404e-03  3.20956417520619e-02
 1.13749406430843e-02  3.42857024092556e-02
 1.28912748327993e-02  3.65271323940271e-02
 1.45373148510195e-02  3.88210559433709e-02
 1.63074859861725e-02  4.11748285293167e-02
 1.82201999923506e-02  4.35770973086751e-02
 2.02816951635716e-02  4.60275468890185e-02
 2.25001077033563e-02  4.85233416357473e-02
 2.48849460801839e-02  5.10598844929053e-02
 2.74405737838384e-02  5.36361284284140e-02
 3.01696813412212e-02  5.62556452085385e-02
 3.30795181666908e-02  5.89160990192827e-02
 3.61800642264644e-02  6.16119547670312e-02
 3.94746431370597e-02  6.43443253664585e-02
 4.29726991287893e-02  6.71077590906474e-02
 4.66831262557941e-02  6.98978551222152e-02
 5.06128802521420e-02  7.27125072848115e-02
 5.47697593105350e-02  7.55487246257528e-02
 5.91591492584163e-02  7.84062889887118e-02
 6.37924336480492e-02  8.12758976817680e-02
 6.86788236738430e-02  8.41517921858237e-02
 7.38262055596727e-02  8.70299142712662e-02
 7.92424367785517e-02  8.99060763216322e-02
 8.49361505016409e-02  9.27748776899069e-02
 9.09168838738733e-02  9.56273500125480e-02
 9.71958134716945e-02  9.84510358420706e-02
 1.03780196866227e-01  1.01241452655288e-01
 1.10678531477275e-01  1.03991611625301e-01
 1.17900809138352e-01  1.06689629165025e-01
 1.25453975288437e-01  1.09331163182173e-01
 1.33347557408931e-01  1.11900533018429e-01
 1.41592660458216e-01  1.14376812934159e-01
 1.50195225192775e-01  1.16754772062704e-01
 1.59158904411083e-01  1.19039519502313e-01
 1.68496263632389e-01  1.21193105482900e-01
 1.78211750427701e-01  1.23214024590836e-01
 1.88311014355497e-01  1.25091166509780e-01
 1.98800397515665e-01  1.26805296076177e-01
 2.09684389905116e-01  1.28342946539636e-01
 2.20967226059336e-01  1.29691673079974e-01
 2.32650344886345e-01  1.30856946461688e-01
 2.44737188915120e-01  1.31828445503474e-01
 2.57230642762325e-01  1.32594986252524e-01
 2.70132974923290e-01  1.33137491439582e-01
 2.83446051138122e-01  1.33415078234212e-01
 2.97169480731003e-01  1.33483722828107e-01
 3.11303317920245e-01  1.33332424047093e-01
 3.25847363846662e-01  1.32880597847586e-01
 3.40801442995445e-01  1.32216889110533e-01
 3.56163299238530e-01  1.31281816811082e-01
 3.71932065789296e-01  1.30101075606552e-01
 3.88105261086798e-01  1.28666576100568e-01
 4.04681198953928e-01  1.26989674752122e-01
 4.21653782899416e-01  1.25038706378710e-01
 4.39022702101511e-01  1.22855493354687e-01
 4.56780671858014e-01  1.20412558773190e-01
 4.74925536691564e-01  1.17740618231793e-01
 4.93446917172275e-01  1.14808809178929e-01
 5.12340248726995e-01  1.11635625285349e-01
 5.31601367295157e-01  1.08248763337898e-01
 5.51222167674510e-01  1.04651212666041e-01
 5.71191383313002e-01  1.00837189503635e-01
 5.91500362064531e-01  9.68205061952987e-02
 6.12139787622687e-01  9.26154355074553e-02
 6.33096424610922e-01  8.82218417380164e-02
 6.54360757447233e-01  8.36628333088518e-02
 6.75918720088826e-01  7.89437796336841e-02
 6.97760710056385e-01  7.40941788421768e-02
 7.19869093026549e-01  6.91143135804317e-02
 7.42229595160589e-01  6.40205414989375e-02
 7.64830811004752e-01  5.88482100451878e-02
 7.87654896015876e-01  5.36084280128909e-02
 8.10685175931856e-01  4.83214944845364e-02
 8.33903818940889e-01  4.30041510092227e-02
 8.57292420169585e-01  3.76763928233888e-02
 8.80832307583117e-01  3.23605152777745e-02
 9.04504719630200e-01  2.70794934127203e-02
 9.28286887624993e-01  2.18469247203251e-02
 9.52155931340127e-01  1.66424864682094e-02
 9.76071273061967e-01  1.14597422240045e-02
 1.00000000000000e+00  6.31534592839873e-03
