                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.300911       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -9.09982083272517e-03
 9.75118012108130e-01 -4.27095688994126e-03
 9.50019357724238e-01 -9.49930184141411e-04
 9.24825567361840e-01  3.04965552991679e-04
 8.99660769613869e-01  3.29303478706430e-04
 8.74638644803809e-01 -1.04199607324369e-03
 8.49851247964620e-01 -3.71927015050243e-03
 8.25365111678107e-01 -7.51499638279247e-03
 8.01235640805790e-01 -1.22974199276143e-02
 7.77510687893296e-01 -1.79901985572739e-02
 7.54232744934535e-01 -2.45118318127655e-02
 7.31390598822601e-01 -3.16369226070190e-02
 7.08981509042860e-01 -3.92329518824022e-02
 6.86999440426357e-01 -4.71818041255635e-02
 6.65422066811830e-01 -5.53445668986316e-02
 6.44219708739373e-01 -6.35835048785968e-02
 6.23368061136240e-01 -7.17876375026861e-02
 6.02844411983578e-01 -7.98570337424182e-02
 5.82624035274186e-01 -8.76895722289200e-02
 5.62693889856638e-01 -9.52131420972866e-02
 5.43046703670917e-01 -1.02369222903276e-01
 5.23674416256374e-01 -1.09094524912069e-01
 5.04583144357473e-01 -1.15362529060618e-01
 4.85778951441855e-01 -1.21145523929890e-01
 4.67269211823154e-01 -1.26418124308216e-01
 4.49065653624474e-01 -1.31168632027708e-01
 4.31184123077473e-01 -1.35402254765322e-01
 4.13640148663662e-01 -1.39127440995594e-01
 3.96446872928653e-01 -1.42346139837830e-01
 3.79617716916395e-01 -1.45067402820168e-01
 3.63168079689616e-01 -1.47317584358641e-01
 3.47107849525231e-01 -1.49099821389343e-01
 3.31449271711015e-01 -1.50441824210535e-01
 3.16201136892216e-01 -1.51358748528635e-01
 3.01372327611858e-01 -1.51878544196826e-01
 2.86968468506180e-01 -1.52029110294123e-01
 2.72994821274033e-01 -1.51828022472482e-01
 2.59455488582899e-01 -1.51260520325006e-01
 2.46351709783757e-01 -1.50394286247212e-01
 2.33685459511067e-01 -1.49229045395905e-01
 2.21456918341449e-01 -1.47784637295308e-01
 2.09664161253236e-01 -1.46086825902220e-01
 1.98305489912360e-01 -1.44151268362063e-01
 1.87377938694081e-01 -1.41995941359933e-01
 1.76876646781318e-01 -1.39642727751853e-01
 1.66798052525936e-01 -1.37104315721873e-01
 1.57136837343660e-01 -1.34397031113916e-01
 1.47883878124254e-01 -1.31546655881972e-01
 1.39030874968305e-01 -1.28573059186421e-01
 1.30571473622166e-01 -1.25486445514287e-01
 1.22496259013098e-01 -1.22304131706230e-01
 1.14792978950849e-01 -1.19048382480275e-01
 1.07453864851166e-01 -1.15727991337010e-01
 1.00469631563663e-01 -1.12355256241321e-01
 9.38260719804569e-02 -1.08949941215472e-01
 8.75124557943069e-02 -1.05523144074946e-01
 8.15193622293288e-02 -1.02082715431544e-01
 7.58343266657656e-02 -9.86404762016178e-02
 7.04440634902333e-02 -9.52092027974435e-02
 6.53408370356902e-02 -9.17914159943049e-02
 6.05148405656221e-02 -8.83937901890352e-02
 5.59508862514441e-02 -8.50292940023297e-02
 5.16412927773471e-02 -8.16998953899241e-02
 4.75779166365675e-02 -7.84079394940758e-02
 4.37509672342542e-02 -7.51577253255606e-02
 4.01489166797599e-02 -7.19554698136517e-02
 3.67616177676123e-02 -6.88060992659946e-02
 3.35811875522259e-02 -6.57113420268794e-02
 3.05976174919891e-02 -6.26746136668295e-02
 2.78033908479602e-02 -5.96970791787535e-02
 2.51953677717678e-02 -5.67755483776910e-02
 2.27603253834035e-02 -5.39172434816795e-02
 2.04976114322059e-02 -5.11180035166140e-02
 1.83962841177287e-02 -4.83812272949462e-02
 1.64448550652784e-02 -4.57111299333650e-02
