                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 1.46440140151305e-02 -4.31032324279128e-02
 1.29865047758275e-02 -4.05593634151147e-02
 1.14600585023963e-02 -3.80830024417604e-02
 1.00548291494293e-02 -3.56762502457749e-02
 8.78284445082452e-03 -3.33297082723227e-02
 7.62787750037857e-03 -3.10494867845185e-02
 6.57889334955590e-03 -2.88376767062663e-02
 5.62565537613423e-03 -2.66957287366458e-02
 4.78361740306063e-03 -2.46163914846313e-02
 4.03664155912217e-03 -2.26017794466511e-02
 3.36592151482274e-03 -2.06576762865958e-02
 2.74396602818728e-03 -1.87893425775511e-02
 2.18861937370661e-03 -1.69898779052458e-02
 1.74569781041949e-03 -1.52420266494328e-02
 1.38172274369189e-03 -1.35555519316082e-02
 1.07802546626765e-03 -1.19316846093159e-02
 8.57553327743718e-04 -1.03689323680882e-02
 6.91093232308396e-04 -8.86609734095941e-03
 5.57383508016835e-04 -7.42645186168270e-03
 4.49448694060338e-04 -6.04764416832691e-03
 3.54806324800669e-04 -4.72773551878491e-03
 2.62152374961644e-04 -3.46549751730320e-03
 1.73644809609349e-04 -2.25826522640642e-03
 8.74593400712098e-05 -1.10375612070659e-03
 0.00000000000000e+00  0.00000000000000e+00
 8.65991194354786e-05  1.10350266892269e-03
 1.70633001470051e-04  2.25698005817171e-03
 2.56042583554019e-04  3.46238803382961e-03
 3.45373782150079e-04  4.72185665102317e-03
 4.35374679734724e-04  6.03809277565980e-03
 5.36404280140651e-04  7.41236593372788e-03
 6.62257938105769e-04  8.84603744160589e-03
 8.20788833989159e-04  1.03420532499042e-02
 1.02188888233532e-03  1.18988164449820e-02
 1.29263209054352e-03  1.35174525682247e-02
 1.62189320731616e-03  1.51982851901503e-02
 2.02102893383192e-03  1.69433200830123e-02
 2.50196647310296e-03  1.87471193591624e-02
 3.06868130439765e-03  2.06146311827860e-02
 3.66552605198085e-03  2.25621726836553e-02
 4.33289218341305e-03  2.45801811876823e-02
 5.09404932402275e-03  2.66655973381469e-02
 5.95385117090254e-03  2.88162444798220e-02
 6.90760403408131e-03  3.10381381290329e-02
 7.94938986498284e-03  3.33366286436151e-02
 9.10341825465462e-03  3.57028364820424e-02
 1.03762181554224e-02  3.81369066483826e-02
 1.17725694787452e-02  4.06399141107030e-02
 1.32878482456061e-02  4.32170713987562e-02
 1.49402790758719e-02  4.58606189650962e-02
 1.67386633862909e-02  4.85695763855017e-02
 1.86850623994229e-02  5.13461450495005e-02
 2.07905356610606e-02  5.41856409788688e-02
 2.30635163414841e-02  5.70856336733488e-02
 2.55128341463957e-02  6.00437157536427e-02
 2.81467265861402e-02  6.30575072012475e-02
 3.09746603025895e-02  6.61228080184316e-02
 3.40000798280629e-02  6.92405712784606e-02
 3.72338943101111e-02  7.24054497669326e-02
 4.06849759031681e-02  7.56140532376085e-02
 4.43609901501728e-02  7.88637369523315e-02
 4.82729755611946e-02  8.21479459516862e-02
 5.24288868759857e-02  8.54625381882066e-02
 5.68411772162021e-02  8.87979009555691e-02
 6.15202172873735e-02  9.21466705691607e-02
 6.64743809425434e-02  9.55038760115377e-02
 7.17116995234008e-02  9.88645098040491e-02
 7.72426540077095e-02  1.02219680080680e-01
 8.30768796737327e-02  1.05560932243954e-01
 8.92287157511017e-02  1.08869667185084e-01
 9.57036046441999e-02  1.12143194240095e-01
 1.02512722367792e-01  1.15367002907891e-01
 1.09668364926105e-01  1.18521994984608e-01
 1.17177442630716e-01  1.21600474967802e-01
 1.25047280923589e-01  1.24590960527117e-01
 1.33288302161787e-01  1.27474284478898e-01
 1.41905844886743e-01  1.30241514829185e-01
 1.50909038001996e-01  1.32871589556266e-01
 1.60302352550387e-01  1.35355352032630e-01
 1.70092913231187e-01  1.37671877024412e-01
 1.80285292957398e-01  1.39806305443218e-01
 1.90884483950512e-01  1.41738111305674e-01
 2.01892027084924e-01  1.43462905571076e-01
 2.13311145134659e-01  1.44962113643042e-01
 2.25143256790246e-01  1.46227039340811e-01
 2.37388840093770e-01  1.47256101274663e-01
 2.50048679931495e-01  1.48043412702135e-01
 2.63123496469952e-01  1.48582378333285e-01
 2.76613544880618e-01  1.48834666768592e-01
 2.90518468427958e-01  1.48841046917425e-01
 3.04837311318503e-01  1.48595323627838e-01
 3.19569069877349e-01  1.48047832073777e-01
 3.34712980378074e-01  1.47240587821592e-01
 3.50267495689226e-01  1.46167933426378e-01
 3.66229940020846e-01  1.44818240455894e-01
 3.82598261616046e-01  1.43196862749360e-01
 3.99369344285690e-01  1.41305623781263e-01
 4.16538387312546e-01  1.39133109574509e-01
 4.34103277664684e-01  1.36699843384463e-01
 4.52058823972189e-01  1.34003520007327e-01
 4.70399048760234e-01  1.31044823548903e-01
 4.89117313159769e-01  1.27823624672097e-01
 5.08208596037809e-01  1.24356625110268e-01
 5.27666229546383e-01  1.20652642773144e-01
 5.47486345012582e-01  1.16740339073187e-01
 5.67657038390150e-01  1.12611399538327e-01
 5.88167570476778e-01  1.08268676834281e-01
 6.09009290987730e-01  1.03730185625069e-01
 6.30168709208872e-01  9.89960861718817e-02
 6.51635405629535e-01  9.40848877090284e-02
 6.73393355959390e-01  8.89950443693754e-02
 6.95429276390036e-01  8.37413001861390e-02
 7.17728556372820e-01  7.83372973455309e-02
 7.40274565369975e-01  7.27916823417521e-02
 7.63055096390264e-01  6.71350539194958e-02
 7.86054459634459e-01  6.13870873870526e-02
 8.09257328899801e-01  5.55722929482496e-02
 8.32641980888347e-01  4.96927924952649e-02
 8.56196098578438e-01  4.37912092203022e-02
 8.79904302690329e-01  3.79009657271027e-02
 9.03745921119089e-01  3.20370314936990e-02
 9.27706599068613e-01  2.62428893907775e-02
 9.51765442372157e-01  2.04887294981240e-02
 9.75878754658613e-01  1.47643485723403e-02
 1.00000000000000e+00  9.09370424243858e-03
